customer_id,name,email,age,gender,location,device_type,loyalty_status,total_spend,acquisition_date
CUST1393,Max Oliveira,max.oliveira34@protonmail.com,,Prefer not to say,"Delhi, India",desktop,silver,1931.4,2024-10-23 22:09:07.000000
CUST1394,Yara Leroy,yara.leroy89@hotmail.com,58.0,Non-binary,"Bangalore, India",desktop,bronze,3616.33,2025-05-09 20:23:51.000000
CUST1395,Sarah Howard,sarah.howard27@gmail.com,48.0,Prefer not to say,"São Paulo, Brazil",mobile,gold,6644.62,2024-08-22 08:28:45.000000
CUST1396,Nina Jensen,nina.jensen19@hotmail.com,62.0,Male,"Los Angeles, USA",MOBILE,bronze,219.42,2024-06-11 06:55:52.000000
CUST1397,Daniel Martin,daniel.martin61@hotmail.com,46.0,Female,"Dubai, UAE",,gold,6170.58,2025-04-21 10:12:54.000000
CUST1398,Rosa Stewart,rosa.stewart21@outlook.com,51.0,Prefer not to say,"New York, USA",tablet,bronze,1176.81,2025-07-06 23:12:32.000000
CUST1399,Oliver Moreira,oliver.moreira25@outlook.com,22.0,Female,"Chicago, USA",tablet,bronze,,2024-04-22 01:14:54.000000
CUST1400,,kevin.thomas41@gmail.com,18.0,Female,"Delhi, India",mobile,silver,7188.46,2025-11-04 04:47:07.000000
CUST1401,Chloe Richardson,chloe.richardson5@outlook.com,61.0,Non-binary,"Dubai, UAE",mobile,platinum,15364.4,2025-07-05 22:52:52.000000
CUST1402,Maya Young,,63.0,Male,"Los Angeles, USA",,gold,7148.28,2025-10-27 08:17:49.000000
CUST1403,Sarah Leroy,sarah.leroy21@gmail.com,41.0,Male,"London, UK",desktop,,0.0,2025-12-14 04:58:52.000000
CUST1404,Jason Taylor,jason.taylor66@icloud.com,41.0,Female,"tokyo, japan",mobile,bronze,,2025-05-03 20:03:46.000000
CUST1405,Sana Silva,sana.silva60@hotmail.com,70.0,Male,"Dubai, UAE",desktop,platinum,10445.29,2025-02-19 21:22:27.000000
CUST1406,Sophia Reed,sophia.reed28@outlook.com,56.0,Male,"London, UK",mobile,bronze,6988.5,2024-04-09 19:04:56.000000
CUST1407,Lucas Reed,lucas.reed28@protonmail.com,29.0,Male,"Toronto, Canada",desktop,gold,553.23,2026-01-24 20:03:22.000000
,Fatima Wright,fatima.wright10@protonmail.com,57.0,Female,"São Paulo, Brazil",mobile,silver,0.0,2025-07-23 11:15:04.000000
,Vera Fernandez,vera.fernandez17@protonmail.com,55.0,Male,"Berlin, Germany",mobile,,0.0,2025-11-09 01:56:47.000000
CUST1410,Maya Hill,maya.hill64@protonmail.com,44.0,Male,"Toronto, Canada",desktop,silver,7062.09,2025-12-03 09:38:57.000000
CUST1411,Amara Lopez,amara.lopez13@gmail.com,24.0,Male,"Sydney, Australia",mobile,gold,3679.2,2024-07-29 13:33:50.000000
CUST1412,Jade Durand,jade.durand16@outlook.com,47.0,Non-binary,"New York, USA",tablet,bronze,7219.27,2025-01-03 02:52:34.000000
,alina martin,alina.martin67@protonmail.com,39.0,Female,"Bangalore, India",mobile,bronze,0.0,2024-06-29 22:19:28.000000
CUST1414,Carlos Sullivan,carlos.sullivan17@icloud.com,54.0,Non-binary,"Berlin, Germany",mobile,,4379.31,2025-08-18 14:10:15.000000
CUST1415, Iris David ,iris.david82@protonmail.com,29.0,Non-binary,"Houston, USA",desktop,bronze,6263.96,2025-06-25 20:23:17.000000
CUST1416,Amelia Muller,amelia.muller19@outlook.com,29.0,Female,"Bangalore, India",desktop,bronze,7004.44,2024-10-16 13:38:48.000000
CUST1417,Hana Robinson,hana.robinson85@icloud.com,20.0,Male,"Paris, France",tablet,silver,2046.17,2025-09-29 01:20:26.000000
CUST1418,Diana Watanabe,diana.watanabe29@gmail.com,26.0,Female,"Berlin, Germany",desktop,platinum,0.0,2025-12-04 03:14:59.000000
CUST1419,Aiden Roux,aiden.roux40@yahoo.com,64.0,Non-binary,"São Paulo, Brazil",desktop,bronze,11414.79,2024-06-24 21:44:53.000000
CUST1420,Lucia Morgan,lucia.morgan83@icloud.com,19.0,Non-binary,"Houston, USA",desktop,bronze,2930.28,2024-07-31 01:00:24.000000
CUST1421,Luna Baker,luna.baker78@yahoo.com,24.0,Female,"Tokyo, Japan",desktop,,2457.68,2025-03-05 15:36:07.000000
CUST1422,Victor Suzuki,victor.suzuki42@icloud.com,,Male,"New York, USA", desktop ,BRONZE,4888.61,2025-01-03 09:37:51.000000
CUST1423,Maya Williams,maya.williams41@hotmail.com,43.0,Prefer not to say,"Dubai, UAE",tablet,gold,11891.12,2025-12-16 01:27:01.000000
CUST1424,Ines Lemoine,ines.lemoine48@icloud.com,62.0,Male,"Mumbai, India",tablet,silver,9780.37,2024-05-19 03:07:28.000000
CUST1425,Mia Ito,mia.ito53@protonmail.com,25.0,Male,"Mumbai, India",mobile,gold,8011.71,2024-08-22 06:13:15.000000
CUST1426,Iris Hill,,31.0,Male,"São Paulo, Brazil",desktop,silver,2693.64,2026-01-26 00:31:48.000000
CUST1427,Erik Chevalier,erik.chevalier26@hotmail.com,35.0,Female,"Los Angeles, USA",,silver,3280.35,2025-04-03 08:25:16.000000
CUST1428,Riya Kim,riya.kim20@hotmail.com,50.0,,"Bangalore, India",desktop,bronze,5732.54,2024-05-10 19:20:51.000000
CUST1429,Amelia Cohen,amelia.cohen5@icloud.com,22.0,Male,"Bangalore, India",tablet,silver,963.77,2025-06-24 16:39:42.000000
CUST1430,Amara Robinson,amara.robinson90@icloud.com,37.0,Female,"Chicago, USA",mobile,silver,,2024-06-27 14:32:48.000000
CUST1431,David Cooper,david.cooper63@yahoo.com,20.0,Female,"Berlin, Germany",mobile,bronze,6123.72,2025-04-14 20:51:58.000000
CUST1432,RYAN GARCIA,ryan.garcia67@protonmail.com,56.0,Male,"Chicago, USA",tablet,bronze,1674.38,2025-01-15 13:12:44.000000
CUST1433,Iris Muller,iris.muller36@protonmail.com,46.0,Non-binary,"Delhi, India",desktop,bronze,,2025-11-24 22:05:06.000000
CUST1434,Oscar Scott,oscar.scott37@gmail.com,49.0,Male,"Mumbai, India",desktop,bronze,4873.44,2025-11-18 03:53:14.000000
CUST1435,Mira Richardson,mira.richardson1@gmail.com,40.0,Female,"Berlin, Germany",desktop,silver,1393.92,2024-03-11 23:04:16.000000
CUST1436,Chloe Durand,chloe.durand13@outlook.com,56.0,Female,"Paris, France",desktop,bronze,0.0,2025-06-18 00:42:42.000000
CUST1437,Nadia Olsen,nadia.olsen68@hotmail.com,50.0,Female,"Bangalore, India",tablet,bronze,5267.09,2025-05-11 17:59:38.000000
CUST1438,Kai Rogers,kai.rogers97@hotmail.com,,Non-binary,"New York, USA",tablet,gold,3166.57,2025-12-18 07:58:59.000000
CUST1439,Oliver Weber,oliver.weber27@icloud.com,65.0,Male,"Chicago, USA",mobile,bronze,340.31,2025-12-30 10:30:26.000000
CUST1440,Thomas Levy,thomas.levy57@hotmail.com,25.0,Female,"São Paulo, Brazil",tablet,,3270.81,2024-06-05 01:13:18.000000
CUST1441,Daniel Weber,daniel.weber61@hotmail.com,60.0,Female,"Bangalore, India",desktop,bronze,4611.57,2025-05-11 22:00:50.000000
CUST1442,,carlos.moreira46@yahoo.com,64.0,Male,"São Paulo, Brazil",tablet,bronze,13961.74,2025-04-28 09:50:06.000000
CUST1443,Zara Lee,zara.lee39@hotmail.com,59.0,Prefer not to say,"Sydney, Australia",tablet,silver,6431.0,2025-11-21 14:12:04.000000
CUST1444,Nina Khan,nina.khan14@hotmail.com,48.0,Male,"Toronto, Canada",mobile,platinum,3324.21,2024-08-28 13:21:26.000000
CUST1445,Mia Howard,mia.howard4@yahoo.com,62.0,Male,"Houston, USA",desktop,silver,3154.91,2024-04-22 19:29:50.000000
CUST1446,Freya Robinson,freya.robinson1@outlook.com,54.0,Male,"Dubai, UAE",mobile,silver,151.64,2025-04-24 22:52:21.000000
CUST1447,Aiden Lee,aiden.lee73@gmail.com,51.0,Male,"delhi, india",desktop,gold,4988.76,2025-04-06 02:22:54.000000
CUST1448,Oliver Peterson,oliver.peterson8@icloud.com,25.0,Prefer not to say,"New York, USA",desktop,bronze,11800.37,2025-09-26 05:55:46.000000
CUST1449,Lucia Berg,lucia.berg79@protonmail.com,,Prefer not to say,"Paris, France",desktop, bronze ,2059.32,2025-01-16 04:01:59.000000
CUST1450,Kenji Schulz,kenji.schulz4@yahoo.com,42.0,Female,"Toronto, Canada",tablet,silver,4597.15,2024-11-27 14:35:11.000000
CUST1451,Marco Moreira,marco.moreira2@yahoo.com,66.0,Female,"New York, USA",mobile,BRONZE,4151.69,2024-08-23 17:02:40.000000
CUST1452,Lucia Roux,lucia.roux10@outlook.com,31.0,Female,"Houston, USA",desktop,silver,17988.5,2025-08-10 23:24:25.000000
CUST1453,Brian Johnson,brian.johnson63@outlook.com,26.0,Female,"Los Angeles, USA", mobile ,,8344.57,
CUST1454,Stefan Reed,stefan.reed36@icloud.com,19.0, male ,"Bangalore, India",mobile,bronze,0.0,2026-02-01 16:21:00.000000
CUST1455,,yara.colombo93@icloud.com,45.0,Prefer not to say,"Berlin, Germany",tablet,silver,,2025-10-05 07:25:45.000000
CUST1456,Mei Becker,mei.becker17@gmail.com,61.0,Male,,desktop,gold,5736.37,2024-05-22 13:14:22.000000
CUST1457,Rohan Nakamura,,20.0,Female,"New York, USA",tablet,silver,2638.15,2024-09-04 14:11:28.000000
CUST1458,Noor Richardson,noor.richardson7@yahoo.com,20.0,Female,"Berlin, Germany",tablet,bronze,5712.22,2025-04-10 18:33:25.000000
CUST1459,Andre Anderson,andre.anderson66@gmail.com,38.0,Non-binary,"Bangalore, India",desktop,platinum,5505.66,2024-10-01 09:43:56.000000
,Jade Moreira,jade.moreira4@gmail.com,69.0,Female,"Sydney, Australia", tablet ,platinum,0.0,2026-02-11 15:19:01.000000
CUST1461,Mei Garcia,mei.garcia69@protonmail.com,51.0,Female,"Delhi, India",desktop,gold,5745.53,2024-10-17 12:36:09.000000
CUST1462,Henry Khan,henry.khan47@gmail.com,50.0,Male,"Toronto, Canada",mobile,platinum,5681.92,2025-05-31 08:11:21.000000
CUST1463,Sarah Girard,sarah.girard19@icloud.com,67.0,Male,"Bangalore, India",desktop,bronze,15897.66,2024-04-12 17:05:34.000000
CUST1464,Ines Larsson,ines.larsson52@protonmail.com,63.0,Male,"Paris, France",mobile,platinum,2463.27,2025-09-13 07:36:06.000000
CUST1465,Samuel Brown,samuel.brown99@icloud.com,50.0,Non-binary,"Tokyo, Japan",mobile,platinum,913.22,
CUST1466,Alina Pereira,alina.pereira37@outlook.com,66.0,Male,"Sydney, Australia",tablet,bronze,2974.86,2025-02-27 23:32:50.000000
CUST1467,Maya Ali,maya.ali97@gmail.com,60.0,Male,"chicago, usa",tablet,silver,9844.42,2024-09-21 21:49:55.000000
CUST1468,Felix Andersen,felix.andersen38@gmail.com,25.0,Female,"Mumbai, India",desktop,bronze,11601.83,2024-11-02 11:08:16.000000
CUST1469,Hugo Torres,hugo.torres41@gmail.com,63.0,Male,"Dubai, UAE", tablet ,platinum,1901.59,2024-06-12 14:55:03.000000
CUST1470,Carlos Johansson,carlos.johansson12@icloud.com,65.0,Female,"Sydney, Australia",desktop,bronze,4630.85,2024-07-04 20:38:32.000000
CUST1471,Aiden Sato,aiden.sato81@hotmail.com,52.0,Male,"Toronto, Canada",desktop,bronze,3575.78,2024-05-14 04:28:11.000000
CUST1472,Marco Yamamoto,marco.yamamoto63@icloud.com,,Male,"Bangalore, India",desktop,gold,7698.1,2024-03-29 10:26:23.000000
CUST1473,Thomas Scott,thomas.scott53@yahoo.com,28.0,Female,"Paris, France",,bronze,2283.58,2024-11-15 22:48:58.000000
CUST1474,Rohan Kim,rohan.kim26@yahoo.com,43.0,Male,"Delhi, India",,bronze,5310.97,2024-12-21 02:05:27.000000
CUST1475, Elena Oliveira ,elena.oliveira5@outlook.com,70.0,Female,"Mumbai, India",tablet,silver,0.0,2024-06-12 22:38:37.000000
CUST1476,Olivia Sullivan,olivia.sullivan42@hotmail.com,19.0,Female,"Paris, France",mobile,bronze,6957.88,2025-03-15 11:35:14.000000
CUST1477,Amara Rossi,amara.rossi14@hotmail.com,19.0,Male,"Tokyo, Japan",tablet,bronze,3034.85,2024-08-28 03:45:39.000000
CUST1478,Aiden Suzuki,aiden.suzuki98@yahoo.com,49.0,Male,"Delhi, India",mobile,silver,4122.6,2025-07-06 10:19:18.000000
CUST1479,Tobias Wright,tobias.wright94@gmail.com,45.0,Male,"Sydney, Australia",MOBILE,gold,0.0,2025-04-15 22:24:16.000000
 cust1480 ,Noah Adams,noah.adams35@icloud.com,41.0,Male,"Toronto, Canada",tablet,bronze,1079.37,2025-12-09 01:48:58.000000
CUST1481,Jade Yamamoto,jade.yamamoto23@yahoo.com,18.0,Male,"Delhi, India",tablet,silver,1990.54,2026-02-05 16:55:39.000000
CUST1482,Oliver Pereira,oliver.pereira48@icloud.com,34.0,Female,"Los Angeles, USA",desktop,silver,13945.21,2025-05-08 03:00:00.000000
CUST1483,Ryan Levy,ryan.levy86@hotmail.com,18.0,Prefer not to say,"Chicago, USA",mobile,bronze,341.47,2025-07-16 09:33:26.000000
CUST1484,Jason Peterson,jason.peterson50@protonmail.com,37.0,Male,"Houston, USA",desktop,silver,3030.9,2025-08-01 08:10:40.000000
CUST1485,Darren Dubois,darren.dubois60@protonmail.com,45.0,Female,"Bangalore, India",mobile,bronze,2556.36,2026-01-23 15:01:50.000000
CUST1486,,clara.nakamura36@protonmail.com,20.0,Female,"Paris, France",desktop,silver,6803.69,2025-09-20 23:56:37.000000
CUST1487,Mateo Olsen,mateo.olsen91@protonmail.com,26.0,Non-binary,"Sydney, Australia",tablet,silver,475.51,2025-07-21 22:49:07.000000
CUST1488,Ian Bianchi,,60.0,Non-binary,"São Paulo, Brazil",desktop,bronze,15567.01,2024-06-29 08:21:40.000000
CUST1489,Gabriel Patel,gabriel.patel16@outlook.com,62.0,Prefer not to say,"Chicago, USA",, bronze ,4412.13,2025-12-28 08:09:47.000000
CUST1490,Isabella Peterson,isabella.peterson25@protonmail.com,26.0,Male,"Paris, France",mobile,platinum,3860.99,2024-04-27 18:41:08.000000
CUST1491,Caleb Williams,caleb.williams81@protonmail.com,20.0,Female,"Sydney, Australia",tablet,silver,8222.22,2025-10-24 22:43:57.000000
CUST1492,Iris Weber,iris.weber15@icloud.com,29.0,Female,,tablet,platinum,2656.0,2024-11-03 12:01:04.000000
CUST1493,Lucia Tanaka,lucia.tanaka24@gmail.com,57.0,Female,"São Paulo, Brazil",tablet,bronze,8615.08,2025-09-30 18:34:32.000000
CUST1494,Lily Bianchi,lily.bianchi74@hotmail.com,28.0,Prefer not to say,"Berlin, Germany",mobile,platinum,6950.38,2025-10-02 19:58:39.000000
CUST1495,Clara Walker,clara.walker26@yahoo.com,23.0,Non-binary,"Chicago, USA", desktop ,silver,7806.57,2025-02-16 20:25:15.000000
CUST1496,Nadia Taylor,nadia.taylor17@outlook.com,26.0,Male,"São Paulo, Brazil",mobile,platinum,2706.52,2024-08-16 15:39:18.000000
CUST1497,Tobias Yamamoto,tobias.yamamoto10@protonmail.com,49.0,Male,"Tokyo, Japan",desktop,bronze,5594.02,2024-06-22 00:39:36.000000
CUST1498,Victor Chevalier,victor.chevalier94@gmail.com,43.0,Male,,tablet,gold,1125.14,2025-06-22 12:48:03.000000
CUST1499,Aisha Nguyen,aisha.nguyen92@outlook.com,41.0,Male,"São Paulo, Brazil",desktop,bronze,1343.31,2025-12-24 11:04:59.000000
